Ttimestamp,Average S,Average E,Average I,Average R,STD S,STD E,STD I,STD R
722,0.21707,0.00631,0.01392,0.7627,0.0069402289427495,0.001652909892012,0.0037123816853575,0.00566293995102269
723,0.21731,0.00614,0.01379,0.76276,0.00723286480817479,0.00153347825402109,0.00364766287428601,0.00567591402330938
724,0.21749,0.00637,0.01349,0.76265,0.0073696751021406,0.00152100113229558,0.00311143053915719,0.00572795290173064
725,0.21787,0.00649,0.01359,0.76205,0.0075117759403338,0.0014433371824429,0.00286296272339609,0.00557678720730454
726,0.21831,0.00629,0.01352,0.76188,0.00765091860860874,0.00113377442396821,0.00314706212204335,0.00564344260575444
727,0.21886,0.00662,0.0131,0.76142,0.0077350860082843,0.00101302626926562,0.00285929284186765,0.00573096850453743
728,0.21944,0.0066,0.01296,0.761,0.00776991348443183,0.00104562580942387,0.00271383287784802,0.00596769078734256
729,0.21983,0.00655,0.01307,0.76055,0.00778731875123481,0.00114041902630373,0.00256300604759333,0.00574751153882173
730,0.22005,0.00672,0.01316,0.76007,0.00742177726543836,0.00129254271367203,0.0020839065877977,0.00576060374922245
731,0.22022,0.00687,0.01316,0.75975,0.00747615468599258,0.00141739197119216,0.00223019680247681,0.00573957993042851
